siteenergyusekbtu;totalghgemissions;yearbuilt;is_using_electricitykWh;is_using_naturalgaskWh;is_using_steamusekWh;largestpropertyusetypegfa;numberofbuildings;numberoffloors;propertygfabuildings;buildingtype;primarypropertytype
3936421.5;82.57;1998.0;1.0;1.0;0.0;43661.0;1.0;5.0;43661;NonResidential;Senior Care Community
4567879.0;101.76;1992.0;1.0;1.0;0.0;94717.0;1.0;4.0;94711;Multifamily LR (1-4);Senior Care Community
1364214.75;9.51;1986.0;1.0;0.0;0.0;41685.0;1.0;4.0;56996;Multifamily LR (1-4);Low-Rise Multifamily
2278160.0;15.88;1963.0;1.0;0.0;0.0;81722.0;1.0;3.0;79014;Multifamily LR (1-4);Low-Rise Multifamily
1962351.25;66.93;1992.0;1.0;1.0;0.0;22000.0;1.0;5.0;21620;Multifamily MR (5-9);Senior Care Community
2472350.25;17.24;1987.0;1.0;0.0;0.0;76105.0;1.0;3.0;48798;NonResidential;Small- and Mid-Sized Office
610744.6875;4.26;1989.0;1.0;0.0;0.0;21422.0;1.0;3.0;21422;Multifamily LR (1-4);Low-Rise Multifamily
431815.6875;3.01;1977.0;1.0;0.0;0.0;20383.0;1.0;3.0;20383;Multifamily LR (1-4);Low-Rise Multifamily
639407.375;4.46;1976.0;1.0;0.0;0.0;24288.0;1.0;3.0;24288;Multifamily LR (1-4);Low-Rise Multifamily
1998725.25;44.28;1952.0;1.0;1.0;0.0;17500.0;1.0;2.0;32009;NonResidential;Mixed Use Property
705262.125;4.92;1979.0;1.0;0.0;0.0;24552.0;1.0;3.0;24552;Multifamily LR (1-4);Low-Rise Multifamily
3600897.25;63.45;1970.0;1.0;1.0;0.0;88340.0;1.0;7.0;88340;Multifamily MR (5-9);Mid-Rise Multifamily
1459199.75;33.42;1988.0;1.0;1.0;0.0;28841.0;1.0;3.0;28841;NonResidential;Medical Office
123767.2031;0.86;1977.0;1.0;0.0;0.0;31360.0;2.0;2.0;33344;NonResidential;Self-Storage Facility
2436063.0;80.19;2005.0;1.0;1.0;0.0;30498.0;2.0;1.0;30498;Nonresidential COS;Other
6682175.0;135.11;1972.0;1.0;1.0;0.0;124848.0;1.0;8.0;124904;Multifamily MR (5-9);Senior Care Community
1299001.625;9.06;1989.0;1.0;0.0;0.0;37588.0;1.0;4.0;44645;Multifamily LR (1-4);Low-Rise Multifamily
1169932.75;8.16;1901.0;1.0;0.0;0.0;21000.0;1.0;3.0;44104;Multifamily LR (1-4);Mixed Use Property
552822.125;3.85;1988.0;1.0;0.0;0.0;24711.0;1.0;4.0;24711;Multifamily LR (1-4);Low-Rise Multifamily
959352.0;42.96;1924.0;1.0;1.0;0.0;21405.0;1.0;2.0;42975;NonResidential;K-12 School
552015.625;3.85;1974.0;1.0;0.0;0.0;21552.0;1.0;3.0;21552;Multifamily LR (1-4);Low-Rise Multifamily
1612105.75;52.41;1963.0;1.0;1.0;0.0;13075.0;1.0;1.0;23260;NonResidential;Other
4746244.5;39.57;1988.0;1.0;1.0;0.0;142989.0;1.0;3.0;298714;Multifamily LR (1-4);Low-Rise Multifamily
2619088.5;55.85;1988.0;1.0;1.0;0.0;27262.0;1.0;2.0;30659;NonResidential;Small- and Mid-Sized Office
1012024.313;32.58;1920.0;1.0;1.0;0.0;27144.0;1.0;2.0;27144;NonResidential;Other
3475804.25;184.6;1970.0;1.0;1.0;0.0;23166.0;5.0;1.0;23166;NonResidential;Other
1633105.375;11.39;1979.0;1.0;0.0;0.0;44667.0;1.0;2.0;34759;NonResidential;Medical Office
98960776.0;3278.11;1966.0;1.0;1.0;0.0;483520.0;8.0;1.0;415632;NonResidential;Hospital
1943933.625;13.55;1999.0;1.0;0.0;0.0;37296.0;1.0;3.0;29810;Multifamily LR (1-4);Low-Rise Multifamily
567608.625;3.96;1968.0;1.0;0.0;0.0;24052.0;1.0;3.0;24163;Multifamily LR (1-4);Low-Rise Multifamily
1614026.25;53.21;1965.0;1.0;1.0;0.0;45909.0;1.0;2.0;44719;NonResidential;Worship Facility
586848.1875;4.09;1972.0;1.0;0.0;0.0;20368.0;1.0;3.0;20368;Multifamily LR (1-4);Low-Rise Multifamily
1747034.0;78.29;1927.0;1.0;1.0;0.0;22059.0;1.0;3.0;22059;Multifamily LR (1-4);Low-Rise Multifamily
5833800.0;129.89;1965.0;1.0;1.0;0.0;21603.0;1.0;1.0;21603;NonResidential;Supermarket / Grocery Store
2493240.25;22.29;1963.0;1.0;1.0;0.0;65538.0;1.0;11.0;65538;Multifamily HR (10+);High-Rise Multifamily
4826430.0;117.79;1980.0;1.0;1.0;0.0;112950.0;1.0;18.0;125258;Multifamily HR (10+);High-Rise Multifamily
1002458.875;18.72;2000.0;1.0;1.0;0.0;26148.0;1.0;3.0;26148;Multifamily LR (1-4);Low-Rise Multifamily
647321.5;4.51;1988.0;1.0;0.0;0.0;24847.0;1.0;4.0;24847;Multifamily LR (1-4);Low-Rise Multifamily
785144.8125;5.47;1985.0;1.0;0.0;0.0;22356.0;1.0;4.0;26827;Multifamily LR (1-4);Low-Rise Multifamily
2299216.0;44.6;1973.0;1.0;1.0;0.0;63414.0;2.0;5.0;57233;Multifamily MR (5-9);Mid-Rise Multifamily
1167734.75;8.14;2000.0;1.0;0.0;0.0;68400.0;1.0;6.0;68400;Multifamily MR (5-9);Mid-Rise Multifamily
623526.625;4.35;1986.0;1.0;0.0;0.0;21200.0;1.0;4.0;17840;Multifamily LR (1-4);Low-Rise Multifamily
776996.875;5.42;1986.0;1.0;0.0;0.0;27791.0;1.0;3.0;33331;Multifamily LR (1-4);Low-Rise Multifamily
1702992.0;11.87;1968.0;1.0;0.0;0.0;68815.0;1.0;3.0;68815;Multifamily LR (1-4);Low-Rise Multifamily
991759.125;14.81;1994.0;1.0;1.0;0.0;33500.0;1.0;6.0;31027;Multifamily MR (5-9);Mid-Rise Multifamily
102673696.0;3238.24;1964.0;1.0;1.0;0.0;520187.0;1.0;3.0;591981;NonResidential;Medical Office
436252.5;3.04;1979.0;1.0;0.0;0.0;43050.0;1.0;1.0;42900;NonResidential;Distribution Center
3091387.5;96.15;2005.0;1.0;1.0;0.0;57952.0;5.0;1.0;57952;Campus;Other
3094090.0;122.71;1971.0;1.0;1.0;0.0;18262.0;1.0;1.0;26232;NonResidential;Other
13223740.0;305.05;2010.0;1.0;1.0;0.0;338660.0;1.0;6.0;435501;Multifamily MR (5-9);Mid-Rise Multifamily
364966.9063;2.54;1972.0;1.0;0.0;0.0;20842.0;1.0;4.0;22472;Multifamily LR (1-4);Low-Rise Multifamily
756337.8125;6.31;1978.0;1.0;1.0;0.0;28918.0;1.0;4.0;28918;Multifamily LR (1-4);Low-Rise Multifamily
831855.875;5.8;1990.0;1.0;0.0;0.0;28543.0;1.0;4.0;43035;Multifamily LR (1-4);Low-Rise Multifamily
313528.0938;2.19;1956.0;1.0;0.0;0.0;25840.0;1.0;2.0;25840;NonResidential;Warehouse
1268459.0;43.63;1988.0;1.0;1.0;0.0;43813.0;1.0;1.0;45145;NonResidential;Small- and Mid-Sized Office
1734822.375;12.09;1988.0;1.0;0.0;0.0;68669.0;1.0;6.0;68669;Multifamily MR (5-9);Mid-Rise Multifamily
1981115.25;19.12;2001.0;1.0;1.0;0.0;44417.0;1.0;5.0;48237;NonResidential;Small- and Mid-Sized Office
501553.3125;3.5;1992.0;1.0;0.0;0.0;24192.0;1.0;3.0;24192;Multifamily LR (1-4);Low-Rise Multifamily
1612167.25;11.24;1965.0;1.0;0.0;0.0;44616.0;1.0;5.0;44616;Multifamily MR (5-9);Mid-Rise Multifamily
4027134.75;50.55;1978.0;1.0;1.0;0.0;143098.0;1.0;3.0;135955;Multifamily LR (1-4);Low-Rise Multifamily
1750362.25;12.2;2005.0;1.0;0.0;0.0;48550.0;1.0;4.0;66013;Multifamily LR (1-4);Low-Rise Multifamily
721983.5;5.03;1960.0;1.0;0.0;0.0;21822.0;1.0;5.0;21822;Multifamily MR (5-9);Mid-Rise Multifamily
659652.625;4.6;1978.0;1.0;0.0;0.0;34590.0;1.0;4.0;34590;Multifamily LR (1-4);Low-Rise Multifamily
1162493.625;8.1;2000.0;1.0;0.0;0.0;37964.0;1.0;3.0;37964;Multifamily LR (1-4);Low-Rise Multifamily
686757.875;7.09;1907.0;1.0;1.0;0.0;22402.0;1.0;3.0;22402;Multifamily LR (1-4);Low-Rise Multifamily
2823792.25;67.24;2008.0;1.0;1.0;0.0;61082.0;1.0;7.0;97490;Multifamily MR (5-9);Mid-Rise Multifamily
1162120.375;8.1;1911.0;1.0;0.0;0.0;31841.0;1.0;5.0;30985;Multifamily MR (5-9);Mid-Rise Multifamily
3432655.0;76.67;1991.0;1.0;1.0;0.0;71226.0;1.0;4.0;109874;Multifamily LR (1-4);Low-Rise Multifamily
648879.3125;4.52;1999.0;1.0;0.0;0.0;23986.0;1.0;4.0;37692;Multifamily LR (1-4);Low-Rise Multifamily
745336.8125;5.2;1966.0;1.0;0.0;0.0;31744.0;1.0;4.0;31744;Multifamily LR (1-4);Low-Rise Multifamily
872114.5;6.08;1907.0;1.0;0.0;0.0;35000.0;1.0;3.0;35000;Multifamily LR (1-4);Low-Rise Multifamily
1412424.25;44.4;1930.0;1.0;1.0;0.0;36837.0;1.0;4.0;36837;Multifamily LR (1-4);Low-Rise Multifamily
2466700.5;109.55;1930.0;1.0;1.0;0.0;39520.0;1.0;4.0;39520;Multifamily LR (1-4);Low-Rise Multifamily
1189942.75;32.35;1929.0;1.0;1.0;0.0;41420.0;1.0;4.0;41420;Multifamily LR (1-4);Low-Rise Multifamily
1266387.0;60.94;1930.0;1.0;1.0;0.0;20798.0;1.0;3.0;20798;Multifamily LR (1-4);Low-Rise Multifamily
1870457.75;86.86;1930.0;1.0;1.0;0.0;27035.0;1.0;4.0;32693;Multifamily LR (1-4);Low-Rise Multifamily
721549.625;5.03;1958.0;1.0;0.0;0.0;23553.0;1.0;3.0;23553;Multifamily LR (1-4);Low-Rise Multifamily
566183.0;3.95;1989.0;1.0;0.0;0.0;19531.0;1.0;5.0;22606;Multifamily MR (5-9);Mid-Rise Multifamily
420148.1875;2.93;2001.0;1.0;0.0;0.0;23381.0;1.0;3.0;23381;Multifamily LR (1-4);Low-Rise Multifamily
12250422.0;326.74;1994.0;1.0;1.0;0.0;45522.0;1.0;1.0;45522;NonResidential;Supermarket / Grocery Store
326778.6875;2.28;1979.0;1.0;0.0;0.0;16080.0;1.0;2.0;20088;NonResidential;Retail Store
1110150.625;7.74;1990.0;1.0;0.0;0.0;23466.0;1.0;4.0;27328;Multifamily LR (1-4);Low-Rise Multifamily
2495819.0;53.61;2014.0;1.0;1.0;0.0;62989.0;1.0;7.0;72356;Multifamily MR (5-9);Mid-Rise Multifamily
540323.3125;3.77;1969.0;1.0;0.0;0.0;24180.0;1.0;3.0;24180;Multifamily LR (1-4);Low-Rise Multifamily
654625.5;4.56;1980.0;1.0;0.0;0.0;23932.0;1.0;4.0;23932;Multifamily LR (1-4);Low-Rise Multifamily
7837692.5;179.55;1989.0;1.0;1.0;0.0;139557.0;5.0;2.0;138907;Campus;Other
2826828.0;23.6;1997.0;1.0;1.0;0.0;40657.0;1.0;2.0;40657;NonResidential;Small- and Mid-Sized Office
269016.6875;2.25;1900.0;1.0;1.0;0.0;18700.0;1.0;1.0;20200;NonResidential;Warehouse
10769230.0;349.55;1967.0;1.0;1.0;0.0;199136.0;1.0;17.0;212938;Multifamily HR (10+);High-Rise Multifamily
1721727.25;78.42;1930.0;1.0;1.0;0.0;29370.0;1.0;3.0;32688;Multifamily LR (1-4);Low-Rise Multifamily
2944680.75;128.54;1948.0;1.0;1.0;0.0;46445.0;1.0;3.0;50145;Multifamily LR (1-4);Low-Rise Multifamily
25970248.0;567.6;2008.0;1.0;1.0;0.0;629615.0;1.0;26.0;455459;Multifamily HR (10+);High-Rise Multifamily
1872278.625;85.78;1920.0;1.0;1.0;0.0;24900.0;1.0;4.0;24900;Multifamily LR (1-4);Low-Rise Multifamily
1988760.875;97.4;1929.0;1.0;1.0;0.0;25380.0;1.0;4.0;25380;Multifamily LR (1-4);Low-Rise Multifamily
2023858.75;48.08;2009.0;1.0;1.0;0.0;20346.0;1.0;6.0;32489;Multifamily MR (5-9);Mid-Rise Multifamily
13491170.0;235.32;2006.0;1.0;1.0;0.0;173204.0;1.0;17.0;237425;Multifamily HR (10+);High-Rise Multifamily
2960377.25;114.33;1902.0;1.0;1.0;0.0;50120.0;1.0;4.0;54770;Multifamily LR (1-4);Low-Rise Multifamily
400354.3125;5.81;1906.0;1.0;1.0;0.0;26100.0;1.0;4.0;33872;Multifamily LR (1-4);Low-Rise Multifamily
3652708.75;184.0;1904.0;1.0;1.0;1.0;44091.0;1.0;1.0;44086;NonResidential;Residence Hall
1403820.0;9.79;1970.0;1.0;0.0;0.0;54372.0;1.0;7.0;33548;NonResidential;Small- and Mid-Sized Office
831071.3125;5.79;1956.0;1.0;0.0;0.0;24039.0;1.0;3.0;24039;Multifamily LR (1-4);Low-Rise Multifamily
3014332.0;132.1;1960.0;1.0;1.0;0.0;45564.0;1.0;7.0;45564;Multifamily MR (5-9);Mid-Rise Multifamily
5104947.0;259.77;1967.0;1.0;1.0;1.0;92183.0;1.0;11.0;92183;Multifamily HR (10+);High-Rise Multifamily
1515854.875;56.7;1925.0;1.0;1.0;0.0;25316.0;1.0;4.0;25316;Multifamily LR (1-4);Low-Rise Multifamily
1859782.625;12.97;1957.0;1.0;0.0;0.0;51098.0;1.0;3.0;51098;Multifamily LR (1-4);Low-Rise Multifamily
1195351.25;8.33;1999.0;1.0;0.0;0.0;42952.0;1.0;6.0;57042;Multifamily MR (5-9);Mid-Rise Multifamily
14524386.0;712.39;1951.0;1.0;1.0;1.0;47000.0;1.0;1.0;47699;NonResidential;Other
25311526.0;1110.07;1945.0;1.0;0.0;1.0;228133.0;1.0;0.0;274568;NonResidential;Medical Office
1245923.75;62.23;1956.0;1.0;0.0;1.0;19658.0;1.0;3.0;21282;NonResidential;Small- and Mid-Sized Office
2718223.0;18.95;1982.0;1.0;0.0;0.0;;1.0;17.0;76855;Multifamily HR (10+);High-Rise Multifamily
3787648.25;26.41;1921.0;1.0;0.0;0.0;41022.0;1.0;2.0;41022;NonResidential;Other
1967434.5;21.55;1982.0;1.0;1.0;0.0;59165.0;1.0;4.0;93087;Multifamily LR (1-4);Low-Rise Multifamily
2299535.25;30.86;1965.0;1.0;1.0;0.0;52000.0;1.0;3.0;86835;Multifamily LR (1-4);Low-Rise Multifamily
3612526.75;38.39;1966.0;1.0;1.0;0.0;28109.0;1.0;2.0;28109;NonResidential;Other
3776252.25;26.33;1990.0;1.0;0.0;0.0;113994.0;3.0;4.0;128649;Multifamily LR (1-4);Low-Rise Multifamily
409578.4063;2.86;1985.0;1.0;0.0;0.0;20590.0;1.0;3.0;20590;NonResidential;Small- and Mid-Sized Office
4217623.0;99.39;2010.0;1.0;1.0;0.0;124773.0;1.0;7.0;124773;Multifamily MR (5-9);Senior Care Community
530700.125;3.7;2001.0;1.0;0.0;0.0;16386.0;1.0;4.0;21388;Multifamily LR (1-4);Low-Rise Multifamily
1971236.0;13.74;2000.0;1.0;0.0;0.0;80250.0;1.0;6.0;103554;Multifamily MR (5-9);Mid-Rise Multifamily
113130.0;2.69;1977.0;1.0;1.0;0.0;21936.0;1.0;1.0;21936;NonResidential;Warehouse
1045838.5;44.26;1969.0;1.0;1.0;0.0;30139.0;1.0;1.0;30160;NonResidential;Other
563683.1875;;1992.0;1.0;1.0;1.0;;;4.0;29357;Multifamily LR (1-4);Low-Rise Multifamily
703847.375;4.91;1991.0;1.0;0.0;0.0;24665.0;1.0;4.0;28645;Multifamily LR (1-4);Low-Rise Multifamily
923492.6875;13.09;1991.0;1.0;1.0;0.0;24813.0;1.0;4.0;34544;Multifamily LR (1-4);Low-Rise Multifamily
604183.1875;4.21;1960.0;1.0;0.0;0.0;22195.0;1.0;3.0;22195;Multifamily LR (1-4);Low-Rise Multifamily
1999039.75;39.77;1976.0;1.0;1.0;0.0;72155.0;1.0;5.0;72155;Multifamily MR (5-9);Mid-Rise Multifamily
9546165.0;294.65;1909.0;1.0;1.0;0.0;42939.0;1.0;11.0;111137;NonResidential;Mixed Use Property
629027.3125;4.39;1989.0;1.0;0.0;0.0;30080.0;1.0;3.0;30080;Multifamily LR (1-4);Low-Rise Multifamily
14361382.0;351.53;1993.0;1.0;1.0;0.0;305179.0;1.0;25.0;255205;Multifamily HR (10+);High-Rise Multifamily
493000.0;3.44;1963.0;1.0;0.0;0.0;20467.0;1.0;4.0;20467;Multifamily LR (1-4);Low-Rise Multifamily
1509292.0;37.65;1997.0;1.0;1.0;0.0;28347.0;1.0;1.0;40189;NonResidential;Other
3046543.0;21.24;1988.0;1.0;0.0;0.0;49334.0;1.0;2.0;66484;NonResidential;Small- and Mid-Sized Office
1356874.75;62.05;1959.0;1.0;0.0;1.0;24155.0;1.0;3.0;25151;NonResidential;Small- and Mid-Sized Office
2640980.25;112.34;1928.0;1.0;1.0;0.0;35770.0;1.0;6.0;35770;NonResidential;Hotel
2746152.0;125.42;1925.0;1.0;1.0;0.0;51900.0;1.0;5.0;51900;Multifamily MR (5-9);Mid-Rise Multifamily
3239754.0;101.31;1928.0;1.0;1.0;0.0;48006.0;1.0;9.0;48006;NonResidential;Hotel
5144392.0;146.93;1960.0;1.0;1.0;0.0;16000.0;1.0;2.0;29631;NonResidential;Mixed Use Property
1625308.625;46.45;1989.0;1.0;1.0;0.0;20695.0;1.0;2.0;23472;NonResidential;Small- and Mid-Sized Office
2796425.0;110.66;1973.0;1.0;1.0;0.0;20424.0;1.0;2.0;21315;Nonresidential COS;Small- and Mid-Sized Office
924438.125;32.04;1996.0;1.0;1.0;0.0;23821.0;1.0;5.0;23821;Multifamily MR (5-9);Mid-Rise Multifamily
1703504.875;11.88;1980.0;1.0;0.0;0.0;53290.0;1.0;11.0;53290;Multifamily HR (10+);High-Rise Multifamily
727703.5;5.07;1991.0;1.0;0.0;0.0;32040.0;1.0;4.0;32040;Multifamily LR (1-4);Low-Rise Multifamily
835093.1875;5.82;1985.0;1.0;0.0;0.0;22298.0;1.0;4.0;22716;Multifamily LR (1-4);Low-Rise Multifamily
1820814.75;44.51;1967.0;1.0;1.0;0.0;33292.0;1.0;4.0;43477;Multifamily LR (1-4);Low-Rise Multifamily
644081.125;4.6;1930.0;1.0;1.0;0.0;25845.0;1.0;5.0;31040;Multifamily MR (5-9);Mid-Rise Multifamily
2081072.625;14.51;1982.0;1.0;0.0;0.0;87864.0;1.0;4.0;87864;Multifamily LR (1-4);Low-Rise Multifamily
570228.6875;7.13;1982.0;1.0;1.0;0.0;25357.0;1.0;4.0;25357;Multifamily LR (1-4);Low-Rise Multifamily
1177379.75;34.62;1975.0;1.0;1.0;0.0;24084.0;1.0;4.0;24084;Multifamily LR (1-4);Low-Rise Multifamily
829440.625;24.26;1915.0;1.0;1.0;0.0;24280.0;1.0;4.0;24280;Multifamily LR (1-4);Low-Rise Multifamily
888593.6875;6.19;1958.0;1.0;0.0;0.0;36732.0;1.0;4.0;36732;Multifamily LR (1-4);Low-Rise Multifamily
1790148.625;80.15;1929.0;1.0;1.0;0.0;41669.0;1.0;4.0;41137;Multifamily LR (1-4);Low-Rise Multifamily
740230.375;24.93;1913.0;1.0;1.0;0.0;21234.0;1.0;3.0;21234;Multifamily LR (1-4);Low-Rise Multifamily
652429.875;4.55;1962.0;1.0;0.0;0.0;25671.0;1.0;5.0;29454;Multifamily MR (5-9);Mid-Rise Multifamily
602191.1875;4.2;1962.0;1.0;0.0;0.0;25596.0;1.0;4.0;25596;Multifamily LR (1-4);Low-Rise Multifamily
999924.3125;42.1;1948.0;1.0;1.0;0.0;23120.0;1.0;3.0;23120;Multifamily LR (1-4);Low-Rise Multifamily
1313366.0;9.16;1958.0;1.0;0.0;0.0;39212.0;1.0;6.0;39212;Multifamily MR (5-9);Mid-Rise Multifamily
536511.5;3.74;1960.0;1.0;0.0;0.0;22093.0;1.0;4.0;22093;Multifamily LR (1-4);Low-Rise Multifamily
679565.625;4.74;1906.0;1.0;0.0;0.0;15900.0;1.0;2.0;22113;Multifamily LR (1-4);Low-Rise Multifamily
2190460.0;24.31;1984.0;1.0;1.0;0.0;36867.0;1.0;4.0;41298;NonResidential;Small- and Mid-Sized Office
982153.875;6.85;1914.0;1.0;0.0;0.0;40370.0;1.0;4.0;40370;Multifamily LR (1-4);Low-Rise Multifamily
3245598.0;145.21;1924.0;1.0;1.0;0.0;48320.0;1.0;4.0;51150;Multifamily LR (1-4);Low-Rise Multifamily
5838129.0;250.84;1950.0;1.0;1.0;0.0;83306.0;1.0;8.0;129860;Multifamily MR (5-9);Mid-Rise Multifamily
1158549.25;8.08;1968.0;1.0;0.0;0.0;35796.0;1.0;4.0;35796;Multifamily LR (1-4);Low-Rise Multifamily
1748629.875;22.26;1979.0;1.0;1.0;0.0;34030.0;1.0;3.0;34030;NonResidential;Small- and Mid-Sized Office
2082754.75;16.13;1975.0;1.0;1.0;0.0;58795.0;1.0;3.0;72671;Multifamily LR (1-4);Low-Rise Multifamily
678980.125;4.73;1967.0;1.0;0.0;0.0;22382.0;1.0;2.0;22382;Multifamily LR (1-4);Low-Rise Multifamily
671004.625;4.68;1977.0;1.0;0.0;0.0;23810.0;1.0;3.0;27639;Multifamily LR (1-4);Low-Rise Multifamily
2302943.0;38.41;1970.0;1.0;1.0;0.0;101613.0;1.0;2.0;101613;Multifamily LR (1-4);Low-Rise Multifamily
900973.0;6.28;1986.0;1.0;0.0;0.0;30942.0;1.0;3.0;30942;Multifamily LR (1-4);Low-Rise Multifamily
9313513.0;334.15;1902.0;1.0;1.0;0.0;19232.0;1.0;2.0;20398;NonResidential;Restaurant
1642471.5;38.57;1952.0;1.0;1.0;0.0;41308.0;1.0;1.0;41308;NonResidential;Distribution Center
1208168.75;8.42;1907.0;1.0;0.0;0.0;38407.0;1.0;4.0;38407;Multifamily LR (1-4);Low-Rise Multifamily
2552098.5;114.63;1930.0;1.0;1.0;0.0;36751.0;1.0;3.0;36751;Multifamily LR (1-4);Low-Rise Multifamily
2504814.5;91.53;1978.0;1.0;1.0;0.0;39888.0;1.0;4.0;39888;Multifamily LR (1-4);Low-Rise Multifamily
709209.875;4.94;2000.0;1.0;0.0;0.0;30833.0;1.0;3.0;30833;Multifamily LR (1-4);Low-Rise Multifamily
825716.8125;5.93;2001.0;1.0;1.0;0.0;28453.0;1.0;6.0;28453;Multifamily MR (5-9);Mid-Rise Multifamily
669217.6875;4.67;1966.0;1.0;0.0;0.0;28291.0;1.0;7.0;28291;Multifamily MR (5-9);Mid-Rise Multifamily
897359.6875;6.26;1999.0;1.0;0.0;0.0;39350.0;1.0;4.0;34459;Multifamily LR (1-4);Low-Rise Multifamily
1568668.375;34.3;2002.0;1.0;1.0;0.0;40025.0;1.0;6.0;40025;Multifamily MR (5-9);Mid-Rise Multifamily
783208.625;5.46;1981.0;1.0;0.0;0.0;25012.0;1.0;8.0;25012;Multifamily MR (5-9);Mid-Rise Multifamily
1243200.75;34.48;1968.0;1.0;1.0;0.0;35750.0;1.0;7.0;30709;Multifamily MR (5-9);Mid-Rise Multifamily
865348.0;6.03;1984.0;1.0;0.0;0.0;34726.0;1.0;5.0;34726;Multifamily MR (5-9);Mid-Rise Multifamily
1190733.5;8.3;1980.0;1.0;0.0;0.0;49106.0;1.0;3.0;49106;Multifamily LR (1-4);Low-Rise Multifamily
676499.875;4.72;1965.0;1.0;0.0;0.0;24754.0;1.0;3.0;24754;Multifamily LR (1-4);Low-Rise Multifamily
788659.375;5.5;2002.0;1.0;0.0;0.0;32360.0;1.0;3.0;30870;Multifamily LR (1-4);Low-Rise Multifamily
1739286.75;12.13;2001.0;1.0;0.0;0.0;78669.0;1.0;7.0;109284;Multifamily MR (5-9);Mid-Rise Multifamily
789209.8125;17.89;1999.0;1.0;1.0;0.0;28766.0;1.0;4.0;28766;Multifamily LR (1-4);Low-Rise Multifamily
690259.0;4.81;1981.0;1.0;0.0;0.0;24570.0;1.0;4.0;24570;Multifamily LR (1-4);Low-Rise Multifamily
1501111.75;11.71;2007.0;1.0;1.0;0.0;39432.0;1.0;5.0;50749;Multifamily MR (5-9);Mid-Rise Multifamily
3304112.0;25.59;2007.0;1.0;1.0;0.0;82368.0;1.0;6.0;91520;Multifamily MR (5-9);Mid-Rise Multifamily
1006989.688;7.07;2004.0;1.0;1.0;0.0;53931.0;1.0;4.0;51376;Multifamily LR (1-4);Low-Rise Multifamily
1516831.75;45.08;2003.0;1.0;1.0;0.0;39962.0;1.0;7.0;39962;Multifamily MR (5-9);Mid-Rise Multifamily
769771.3125;5.37;1913.0;1.0;0.0;0.0;12000.0;1.0;3.0;43878;NonResidential;Mixed Use Property
873711.125;15.7;1912.0;1.0;1.0;0.0;34976.0;1.0;3.0;34976;NonResidential;Other
1351808.75;61.25;1947.0;1.0;1.0;0.0;22604.0;1.0;3.0;22604;Multifamily LR (1-4);Low-Rise Multifamily
2942890.75;138.31;1909.0;1.0;1.0;0.0;46296.0;1.0;4.0;46296;Multifamily LR (1-4);Low-Rise Multifamily
961476.1875;25.47;1929.0;1.0;1.0;0.0;31400.0;1.0;3.0;31400;Multifamily LR (1-4);Low-Rise Multifamily
2338567.75;41.15;1970.0;1.0;1.0;0.0;44547.0;1.0;9.0;54820;Multifamily MR (5-9);Mid-Rise Multifamily
761504.875;5.31;1960.0;1.0;0.0;0.0;37296.0;1.0;6.0;44016;Multifamily MR (5-9);Mid-Rise Multifamily
1648730.5;75.13;1930.0;1.0;1.0;0.0;31552.0;1.0;3.0;31552;Multifamily LR (1-4);Low-Rise Multifamily
1355062.75;58.85;1925.0;1.0;1.0;0.0;29533.0;1.0;3.0;29533;Multifamily LR (1-4);Low-Rise Multifamily
1493131.75;68.8;1930.0;1.0;1.0;0.0;20688.0;1.0;3.0;20688;Multifamily LR (1-4);Low-Rise Multifamily
1385975.75;63.14;1946.0;1.0;1.0;0.0;22972.0;1.0;3.0;22972;Multifamily LR (1-4);Low-Rise Multifamily
1342943.25;9.36;1985.0;1.0;0.0;0.0;49034.0;1.0;4.0;49034;Multifamily LR (1-4);Low-Rise Multifamily
611911.5;4.27;1962.0;1.0;0.0;0.0;27008.0;1.0;4.0;33164;Multifamily LR (1-4);Low-Rise Multifamily
4409881.5;184.51;1955.0;1.0;1.0;0.0;75086.0;1.0;6.0;88422;Multifamily MR (5-9);Mid-Rise Multifamily
910639.1875;41.13;1907.0;1.0;1.0;0.0;34498.0;1.0;4.0;34498;Multifamily LR (1-4);Low-Rise Multifamily
1566177.0;10.92;1985.0;1.0;0.0;0.0;56074.0;1.0;4.0;56074;Multifamily LR (1-4);Low-Rise Multifamily
1228837.25;8.57;1981.0;1.0;0.0;0.0;43132.0;1.0;4.0;43132;Multifamily LR (1-4);Low-Rise Multifamily
680395.875;4.74;1968.0;1.0;0.0;0.0;25671.0;1.0;5.0;25671;Multifamily MR (5-9);Mid-Rise Multifamily
882759.1875;6.15;1993.0;1.0;0.0;0.0;31379.0;1.0;4.0;31379;Multifamily LR (1-4);Low-Rise Multifamily
792939.3125;5.53;1969.0;1.0;0.0;0.0;24052.0;1.0;4.0;24052;Multifamily LR (1-4);Low-Rise Multifamily
2059083.25;14.35;2003.0;1.0;0.0;0.0;72985.0;1.0;6.0;119355;Multifamily MR (5-9);Mid-Rise Multifamily
985401.8125;33.8;1957.0;1.0;1.0;0.0;38255.0;1.0;1.0;38255;NonResidential;Warehouse
34012980.0;565.55;1955.0;1.0;1.0;0.0;260241.0;23.0;1.0;260241;Campus;Other
4042957.75;28.19;1970.0;1.0;0.0;0.0;144779.0;1.0;4.0;144779;Multifamily LR (1-4);Low-Rise Multifamily
